"","city","date","review_count","day"
"2482","charlotte","2014-08-30",89,"Saturday"
"2483","charlotte","2014-08-31",102,"Sunday"
"2484","charlotte","2014-09-01",73,"Monday"
"2485","charlotte","2014-09-02",72,"Tuesday"
"2486","charlotte","2014-09-03",70,"Wednesday"
"2487","charlotte","2014-09-04",48,"Thursday"
"2488","charlotte","2014-09-05",46,"Friday"
"2489","charlotte","2014-09-06",80,"Saturday"
"2490","charlotte","2014-09-07",74,"Sunday"
"2491","charlotte","2014-09-08",71,"Monday"
"2492","charlotte","2014-09-09",50,"Tuesday"
"2493","charlotte","2014-09-10",59,"Wednesday"
"2494","charlotte","2014-09-11",64,"Thursday"
"2495","charlotte","2014-09-12",74,"Friday"
"2496","charlotte","2014-09-13",80,"Saturday"
"2497","charlotte","2014-09-14",85,"Sunday"
"2498","charlotte","2014-09-15",62,"Monday"
"2499","charlotte","2014-09-16",89,"Tuesday"
"2500","charlotte","2014-09-17",60,"Wednesday"
"2501","charlotte","2014-09-18",61,"Thursday"
"2502","charlotte","2014-09-19",57,"Friday"
"2503","charlotte","2014-09-20",76,"Saturday"
"2504","charlotte","2014-09-21",87,"Sunday"
"2505","charlotte","2014-09-22",56,"Monday"
"2506","charlotte","2014-09-23",57,"Tuesday"
"2507","charlotte","2014-09-24",67,"Wednesday"
"2508","charlotte","2014-09-25",82,"Thursday"
"2509","charlotte","2014-09-26",60,"Friday"
"2510","charlotte","2014-09-27",63,"Saturday"
"2511","charlotte","2014-09-28",93,"Sunday"
"2512","charlotte","2014-09-29",92,"Monday"
"2513","charlotte","2014-09-30",60,"Tuesday"
"2514","charlotte","2014-10-01",73,"Wednesday"
"2515","charlotte","2014-10-02",70,"Thursday"
"2516","charlotte","2014-10-03",63,"Friday"
"2517","charlotte","2014-10-04",97,"Saturday"
"2518","charlotte","2014-10-05",100,"Sunday"
"2519","charlotte","2014-10-06",67,"Monday"
"2520","charlotte","2014-10-07",87,"Tuesday"
"2521","charlotte","2014-10-08",72,"Wednesday"
"2522","charlotte","2014-10-09",85,"Thursday"
"2523","charlotte","2014-10-10",82,"Friday"
"2524","charlotte","2014-10-11",87,"Saturday"
"2525","charlotte","2014-10-12",115,"Sunday"
"2526","charlotte","2014-10-13",94,"Monday"
"2527","charlotte","2014-10-14",71,"Tuesday"
"2528","charlotte","2014-10-15",77,"Wednesday"
"2529","charlotte","2014-10-16",59,"Thursday"
"2530","charlotte","2014-10-17",67,"Friday"
"2531","charlotte","2014-10-18",90,"Saturday"
"2532","charlotte","2014-10-19",78,"Sunday"
"2533","charlotte","2014-10-20",69,"Monday"
"2534","charlotte","2014-10-21",63,"Tuesday"
"2535","charlotte","2014-10-22",69,"Wednesday"
"2536","charlotte","2014-10-23",74,"Thursday"
"2537","charlotte","2014-10-24",81,"Friday"
"2538","charlotte","2014-10-25",70,"Saturday"
"2539","charlotte","2014-10-26",109,"Sunday"
"2540","charlotte","2014-10-27",70,"Monday"
"2541","charlotte","2014-10-28",66,"Tuesday"
"2542","charlotte","2014-10-29",69,"Wednesday"
"2543","charlotte","2014-10-30",36,"Thursday"
"2544","charlotte","2014-10-31",64,"Friday"
"2545","charlotte","2014-11-01",59,"Saturday"
"2546","charlotte","2014-11-02",90,"Sunday"
"2547","charlotte","2014-11-03",98,"Monday"
"2548","charlotte","2014-11-04",69,"Tuesday"
"2549","charlotte","2014-11-05",61,"Wednesday"
"2550","charlotte","2014-11-06",61,"Thursday"
"2551","charlotte","2014-11-07",60,"Friday"
"2552","charlotte","2014-11-08",89,"Saturday"
"2553","charlotte","2014-11-09",91,"Sunday"
"2554","charlotte","2014-11-10",103,"Monday"
"2555","charlotte","2014-11-11",82,"Tuesday"
"2556","charlotte","2014-11-12",75,"Wednesday"
"2557","charlotte","2014-11-13",75,"Thursday"
"2558","charlotte","2014-11-14",69,"Friday"
"2559","charlotte","2014-11-15",74,"Saturday"
"2560","charlotte","2014-11-16",103,"Sunday"
"2561","charlotte","2014-11-17",65,"Monday"
"2562","charlotte","2014-11-18",65,"Tuesday"
"2563","charlotte","2014-11-19",58,"Wednesday"
"2564","charlotte","2014-11-20",62,"Thursday"
"2565","charlotte","2014-11-21",63,"Friday"
"2566","charlotte","2014-11-22",88,"Saturday"
"2567","charlotte","2014-11-23",102,"Sunday"
"2568","charlotte","2014-11-24",64,"Monday"
"2569","charlotte","2014-11-25",57,"Tuesday"
"2570","charlotte","2014-11-26",55,"Wednesday"
"2571","charlotte","2014-11-27",27,"Thursday"
"2572","charlotte","2014-11-28",39,"Friday"
"2573","charlotte","2014-11-29",65,"Saturday"
"2574","charlotte","2014-11-30",65,"Sunday"
"2575","charlotte","2014-12-01",62,"Monday"
"2576","charlotte","2014-12-02",57,"Tuesday"
"2577","charlotte","2014-12-03",52,"Wednesday"
"2578","charlotte","2014-12-04",54,"Thursday"
"2579","charlotte","2014-12-05",68,"Friday"
"2580","charlotte","2014-12-06",77,"Saturday"
"2581","charlotte","2014-12-07",75,"Sunday"
"2582","charlotte","2014-12-08",72,"Monday"
"2583","charlotte","2014-12-09",67,"Tuesday"
"2584","charlotte","2014-12-10",61,"Wednesday"
"2585","charlotte","2014-12-11",41,"Thursday"
"2586","charlotte","2014-12-12",63,"Friday"
"2587","charlotte","2014-12-13",68,"Saturday"
"2588","charlotte","2014-12-14",81,"Sunday"
"2589","charlotte","2014-12-15",85,"Monday"
"2590","charlotte","2014-12-16",46,"Tuesday"
"2591","charlotte","2014-12-17",49,"Wednesday"
"2592","charlotte","2014-12-18",61,"Thursday"
"2593","charlotte","2014-12-19",72,"Friday"
"2594","charlotte","2014-12-20",75,"Saturday"
"2595","charlotte","2014-12-21",79,"Sunday"
"2596","charlotte","2014-12-22",77,"Monday"
"2597","charlotte","2014-12-23",67,"Tuesday"
"2598","charlotte","2014-12-24",50,"Wednesday"
"2599","charlotte","2014-12-25",24,"Thursday"
"2600","charlotte","2014-12-26",39,"Friday"
"2601","charlotte","2014-12-27",69,"Saturday"
"2602","charlotte","2014-12-28",101,"Sunday"
"2603","charlotte","2014-12-29",95,"Monday"
"2604","charlotte","2014-12-30",85,"Tuesday"
"2605","charlotte","2014-12-31",71,"Wednesday"
"2606","charlotte","2015-01-01",67,"Thursday"
"2607","charlotte","2015-01-02",115,"Friday"
"2608","charlotte","2015-01-03",133,"Saturday"
"2609","charlotte","2015-01-04",114,"Sunday"
"2610","charlotte","2015-01-05",90,"Monday"
"2611","charlotte","2015-01-06",68,"Tuesday"
"2612","charlotte","2015-01-07",57,"Wednesday"
"2613","charlotte","2015-01-08",86,"Thursday"
"2614","charlotte","2015-01-09",63,"Friday"
"2615","charlotte","2015-01-10",91,"Saturday"
"2616","charlotte","2015-01-11",121,"Sunday"
"2617","charlotte","2015-01-12",63,"Monday"
"2618","charlotte","2015-01-13",98,"Tuesday"
"2619","charlotte","2015-01-14",76,"Wednesday"
"2620","charlotte","2015-01-15",65,"Thursday"
"2621","charlotte","2015-01-16",67,"Friday"
"2622","charlotte","2015-01-17",87,"Saturday"
"2623","charlotte","2015-01-18",126,"Sunday"
"2624","charlotte","2015-01-19",72,"Monday"
"2625","charlotte","2015-01-20",68,"Tuesday"
"2626","charlotte","2015-01-21",86,"Wednesday"
"2627","charlotte","2015-01-22",67,"Thursday"
"2628","charlotte","2015-01-23",108,"Friday"
"2629","charlotte","2015-01-24",112,"Saturday"
"2630","charlotte","2015-01-25",113,"Sunday"
"2631","charlotte","2015-01-26",116,"Monday"
"2632","charlotte","2015-01-27",87,"Tuesday"
"2633","charlotte","2015-01-28",76,"Wednesday"
"2634","charlotte","2015-01-29",89,"Thursday"
"2635","charlotte","2015-01-30",99,"Friday"
"2636","charlotte","2015-01-31",132,"Saturday"
"2637","charlotte","2015-02-01",92,"Sunday"
"2638","charlotte","2015-02-02",64,"Monday"
"2639","charlotte","2015-02-03",68,"Tuesday"
"2640","charlotte","2015-02-04",66,"Wednesday"
"2641","charlotte","2015-02-05",84,"Thursday"
"2642","charlotte","2015-02-06",82,"Friday"
"2643","charlotte","2015-02-07",89,"Saturday"
"2644","charlotte","2015-02-08",116,"Sunday"
"2645","charlotte","2015-02-09",96,"Monday"
"2646","charlotte","2015-02-10",68,"Tuesday"
"2647","charlotte","2015-02-11",106,"Wednesday"
"2648","charlotte","2015-02-12",77,"Thursday"
"2649","charlotte","2015-02-13",57,"Friday"
"2650","charlotte","2015-02-14",106,"Saturday"
"2651","charlotte","2015-02-15",184,"Sunday"
"2652","charlotte","2015-02-16",108,"Monday"
"2653","charlotte","2015-02-17",84,"Tuesday"
"2654","charlotte","2015-02-18",74,"Wednesday"
"2655","charlotte","2015-02-19",72,"Thursday"
"2656","charlotte","2015-02-20",107,"Friday"
"2657","charlotte","2015-02-21",95,"Saturday"
"2658","charlotte","2015-02-22",121,"Sunday"
"2659","charlotte","2015-02-23",121,"Monday"
"2660","charlotte","2015-02-24",75,"Tuesday"
"2661","charlotte","2015-02-25",96,"Wednesday"
"2662","charlotte","2015-02-26",61,"Thursday"
"2663","charlotte","2015-02-27",63,"Friday"
"2664","charlotte","2015-02-28",91,"Saturday"
"2665","charlotte","2015-03-01",122,"Sunday"
"2666","charlotte","2015-03-02",77,"Monday"
"2667","charlotte","2015-03-03",73,"Tuesday"
"2668","charlotte","2015-03-04",75,"Wednesday"
"2669","charlotte","2015-03-05",83,"Thursday"
"2670","charlotte","2015-03-06",67,"Friday"
"2671","charlotte","2015-03-07",117,"Saturday"
"2672","charlotte","2015-03-08",121,"Sunday"
"2673","charlotte","2015-03-09",83,"Monday"
"2674","charlotte","2015-03-10",64,"Tuesday"
"2675","charlotte","2015-03-11",95,"Wednesday"
"2676","charlotte","2015-03-12",69,"Thursday"
"2677","charlotte","2015-03-13",79,"Friday"
"2678","charlotte","2015-03-14",106,"Saturday"
"2679","charlotte","2015-03-15",133,"Sunday"
"2680","charlotte","2015-03-16",98,"Monday"
"2681","charlotte","2015-03-17",83,"Tuesday"
"2682","charlotte","2015-03-18",71,"Wednesday"
"2683","charlotte","2015-03-19",71,"Thursday"
"2684","charlotte","2015-03-20",70,"Friday"
"2685","charlotte","2015-03-21",87,"Saturday"
"2686","charlotte","2015-03-22",89,"Sunday"
"2687","charlotte","2015-03-23",69,"Monday"
"2688","charlotte","2015-03-24",71,"Tuesday"
"2689","charlotte","2015-03-25",62,"Wednesday"
"2690","charlotte","2015-03-26",72,"Thursday"
"2691","charlotte","2015-03-27",115,"Friday"
"2692","charlotte","2015-03-28",84,"Saturday"
"2693","charlotte","2015-03-29",125,"Sunday"
"2694","charlotte","2015-03-30",94,"Monday"
"2695","charlotte","2015-03-31",82,"Tuesday"
"2696","charlotte","2015-04-01",74,"Wednesday"
"2697","charlotte","2015-04-02",80,"Thursday"
"2698","charlotte","2015-04-03",81,"Friday"
"2699","charlotte","2015-04-04",106,"Saturday"
"2700","charlotte","2015-04-05",89,"Sunday"
"2701","charlotte","2015-04-06",92,"Monday"
"2702","charlotte","2015-04-07",65,"Tuesday"
"2703","charlotte","2015-04-08",87,"Wednesday"
"2704","charlotte","2015-04-09",88,"Thursday"
"2705","charlotte","2015-04-10",86,"Friday"
"2706","charlotte","2015-04-11",115,"Saturday"
"2707","charlotte","2015-04-12",97,"Sunday"
"2708","charlotte","2015-04-13",87,"Monday"
"2709","charlotte","2015-04-14",96,"Tuesday"
"2710","charlotte","2015-04-15",105,"Wednesday"
"2711","charlotte","2015-04-16",88,"Thursday"
"2712","charlotte","2015-04-17",89,"Friday"
"2713","charlotte","2015-04-18",80,"Saturday"
"2714","charlotte","2015-04-19",140,"Sunday"
"2715","charlotte","2015-04-20",87,"Monday"
"2716","charlotte","2015-04-21",54,"Tuesday"
"2717","charlotte","2015-04-22",84,"Wednesday"
"2718","charlotte","2015-04-23",77,"Thursday"
"2719","charlotte","2015-04-24",91,"Friday"
"2720","charlotte","2015-04-25",90,"Saturday"
"2721","charlotte","2015-04-26",126,"Sunday"
"2722","charlotte","2015-04-27",75,"Monday"
"2723","charlotte","2015-04-28",66,"Tuesday"
"2724","charlotte","2015-04-29",68,"Wednesday"
"2725","charlotte","2015-04-30",82,"Thursday"
"2726","charlotte","2015-05-01",73,"Friday"
"2727","charlotte","2015-05-02",83,"Saturday"
"2728","charlotte","2015-05-03",102,"Sunday"
"2729","charlotte","2015-05-04",86,"Monday"
"2730","charlotte","2015-05-05",78,"Tuesday"
"2731","charlotte","2015-05-06",81,"Wednesday"
"2732","charlotte","2015-05-07",71,"Thursday"
"2733","charlotte","2015-05-08",72,"Friday"
"2734","charlotte","2015-05-09",86,"Saturday"
"2735","charlotte","2015-05-10",117,"Sunday"
"2736","charlotte","2015-05-11",98,"Monday"
"2737","charlotte","2015-05-12",72,"Tuesday"
"2738","charlotte","2015-05-13",100,"Wednesday"
"2739","charlotte","2015-05-14",82,"Thursday"
"2740","charlotte","2015-05-15",65,"Friday"
"2741","charlotte","2015-05-16",94,"Saturday"
"2742","charlotte","2015-05-17",119,"Sunday"
"2743","charlotte","2015-05-18",106,"Monday"
"2744","charlotte","2015-05-19",78,"Tuesday"
"2745","charlotte","2015-05-20",101,"Wednesday"
"2746","charlotte","2015-05-21",81,"Thursday"
"2747","charlotte","2015-05-22",67,"Friday"
"2748","charlotte","2015-05-23",104,"Saturday"
"2749","charlotte","2015-05-24",123,"Sunday"
"2750","charlotte","2015-05-25",103,"Monday"
"2751","charlotte","2015-05-26",89,"Tuesday"
"2752","charlotte","2015-05-27",81,"Wednesday"
"2753","charlotte","2015-05-28",61,"Thursday"
"2754","charlotte","2015-05-29",102,"Friday"
"2755","charlotte","2015-05-30",126,"Saturday"
"2756","charlotte","2015-05-31",111,"Sunday"
"2757","charlotte","2015-06-01",106,"Monday"
"2758","charlotte","2015-06-02",89,"Tuesday"
"2759","charlotte","2015-06-03",88,"Wednesday"
"2760","charlotte","2015-06-04",98,"Thursday"
"2761","charlotte","2015-06-05",97,"Friday"
"2762","charlotte","2015-06-06",96,"Saturday"
"2763","charlotte","2015-06-07",135,"Sunday"
"2764","charlotte","2015-06-08",93,"Monday"
"2765","charlotte","2015-06-09",112,"Tuesday"
"2766","charlotte","2015-06-10",116,"Wednesday"
"2767","charlotte","2015-06-11",80,"Thursday"
"2768","charlotte","2015-06-12",82,"Friday"
"2769","charlotte","2015-06-13",122,"Saturday"
"2770","charlotte","2015-06-14",141,"Sunday"
"2771","charlotte","2015-06-15",107,"Monday"
"2772","charlotte","2015-06-16",77,"Tuesday"
"2773","charlotte","2015-06-17",103,"Wednesday"
"2774","charlotte","2015-06-18",82,"Thursday"
"2775","charlotte","2015-06-19",87,"Friday"
"2776","charlotte","2015-06-20",95,"Saturday"
"2777","charlotte","2015-06-21",116,"Sunday"
"2778","charlotte","2015-06-22",97,"Monday"
"2779","charlotte","2015-06-23",113,"Tuesday"
"2780","charlotte","2015-06-24",84,"Wednesday"
"2781","charlotte","2015-06-25",127,"Thursday"
"2782","charlotte","2015-06-26",99,"Friday"
"2783","charlotte","2015-06-27",165,"Saturday"
"2784","charlotte","2015-06-28",118,"Sunday"
"2785","charlotte","2015-06-29",80,"Monday"
"2786","charlotte","2015-06-30",85,"Tuesday"
"2787","charlotte","2015-07-01",87,"Wednesday"
"2788","charlotte","2015-07-02",76,"Thursday"
"2789","charlotte","2015-07-03",118,"Friday"
"2790","charlotte","2015-07-04",100,"Saturday"
"2791","charlotte","2015-07-05",81,"Sunday"
"2792","charlotte","2015-07-06",112,"Monday"
"2793","charlotte","2015-07-07",77,"Tuesday"
"2794","charlotte","2015-07-08",111,"Wednesday"
"2795","charlotte","2015-07-09",90,"Thursday"
"2796","charlotte","2015-07-10",98,"Friday"
"2797","charlotte","2015-07-11",120,"Saturday"
"2798","charlotte","2015-07-12",149,"Sunday"
"2799","charlotte","2015-07-13",110,"Monday"
"2800","charlotte","2015-07-14",101,"Tuesday"
"2801","charlotte","2015-07-15",105,"Wednesday"
"2802","charlotte","2015-07-16",98,"Thursday"
"2803","charlotte","2015-07-17",124,"Friday"
"2804","charlotte","2015-07-18",143,"Saturday"
"2805","charlotte","2015-07-19",155,"Sunday"
"2806","charlotte","2015-07-20",98,"Monday"
"2807","charlotte","2015-07-21",117,"Tuesday"
"2808","charlotte","2015-07-22",104,"Wednesday"
"2809","charlotte","2015-07-23",140,"Thursday"
"2810","charlotte","2015-07-24",113,"Friday"
"2811","charlotte","2015-07-25",153,"Saturday"
"2812","charlotte","2015-07-26",160,"Sunday"
"2813","charlotte","2015-07-27",111,"Monday"
"2814","charlotte","2015-07-28",88,"Tuesday"
"2815","charlotte","2015-07-29",95,"Wednesday"
"2816","charlotte","2015-07-30",92,"Thursday"
"2817","charlotte","2015-07-31",105,"Friday"
"2818","charlotte","2015-08-01",116,"Saturday"
"2819","charlotte","2015-08-02",137,"Sunday"
"2820","charlotte","2015-08-03",92,"Monday"
"2821","charlotte","2015-08-04",109,"Tuesday"
"2822","charlotte","2015-08-05",83,"Wednesday"
"2823","charlotte","2015-08-06",94,"Thursday"
"2824","charlotte","2015-08-07",102,"Friday"
"2825","charlotte","2015-08-08",115,"Saturday"
"2826","charlotte","2015-08-09",162,"Sunday"
"2827","charlotte","2015-08-10",111,"Monday"
"2828","charlotte","2015-08-11",104,"Tuesday"
"2829","charlotte","2015-08-12",80,"Wednesday"
"2830","charlotte","2015-08-13",97,"Thursday"
"2831","charlotte","2015-08-14",98,"Friday"
"2832","charlotte","2015-08-15",137,"Saturday"
"2833","charlotte","2015-08-16",140,"Sunday"
"2834","charlotte","2015-08-17",94,"Monday"
"2835","charlotte","2015-08-18",104,"Tuesday"
"2836","charlotte","2015-08-19",147,"Wednesday"
"2837","charlotte","2015-08-20",75,"Thursday"
"2838","charlotte","2015-08-21",112,"Friday"
"2839","charlotte","2015-08-22",122,"Saturday"
"2840","charlotte","2015-08-23",145,"Sunday"
"2841","charlotte","2015-08-24",95,"Monday"
"2842","charlotte","2015-08-25",77,"Tuesday"
"2843","charlotte","2015-08-26",96,"Wednesday"
"2844","charlotte","2015-08-27",84,"Thursday"
"2845","charlotte","2015-08-28",97,"Friday"
"2846","charlotte","2015-08-29",123,"Saturday"
"2847","charlotte","2015-08-30",154,"Sunday"
"2848","charlotte","2015-08-31",113,"Monday"
"2849","charlotte","2015-09-01",100,"Tuesday"
"2850","charlotte","2015-09-02",85,"Wednesday"
"2851","charlotte","2015-09-03",92,"Thursday"
"2852","charlotte","2015-09-04",72,"Friday"
"2853","charlotte","2015-09-05",83,"Saturday"
"2854","charlotte","2015-09-06",129,"Sunday"
"2855","charlotte","2015-09-07",105,"Monday"
"2856","charlotte","2015-09-08",93,"Tuesday"
"2857","charlotte","2015-09-09",82,"Wednesday"
"2858","charlotte","2015-09-10",98,"Thursday"
"2859","charlotte","2015-09-11",97,"Friday"
"2860","charlotte","2015-09-12",95,"Saturday"
"2861","charlotte","2015-09-13",101,"Sunday"
"2862","charlotte","2015-09-14",112,"Monday"
"2863","charlotte","2015-09-15",70,"Tuesday"
"2864","charlotte","2015-09-16",79,"Wednesday"
"2865","charlotte","2015-09-17",88,"Thursday"
"2866","charlotte","2015-09-18",77,"Friday"
"2867","charlotte","2015-09-19",103,"Saturday"
"2868","charlotte","2015-09-20",147,"Sunday"
"2869","charlotte","2015-09-21",73,"Monday"
"2870","charlotte","2015-09-22",81,"Tuesday"
"2871","charlotte","2015-09-23",124,"Wednesday"
"2872","charlotte","2015-09-24",87,"Thursday"
"2873","charlotte","2015-09-25",105,"Friday"
"2874","charlotte","2015-09-26",129,"Saturday"
"2875","charlotte","2015-09-27",145,"Sunday"
"2876","charlotte","2015-09-28",95,"Monday"
"2877","charlotte","2015-09-29",80,"Tuesday"
"2878","charlotte","2015-09-30",76,"Wednesday"
"2879","charlotte","2015-10-01",68,"Thursday"
"2880","charlotte","2015-10-02",69,"Friday"
"2881","charlotte","2015-10-03",116,"Saturday"
"2882","charlotte","2015-10-04",95,"Sunday"
"2883","charlotte","2015-10-05",87,"Monday"
"2884","charlotte","2015-10-06",83,"Tuesday"
"2885","charlotte","2015-10-07",85,"Wednesday"
"2886","charlotte","2015-10-08",84,"Thursday"
"2887","charlotte","2015-10-09",104,"Friday"
"2888","charlotte","2015-10-10",135,"Saturday"
"2889","charlotte","2015-10-11",123,"Sunday"
"2890","charlotte","2015-10-12",105,"Monday"
"2891","charlotte","2015-10-13",117,"Tuesday"
"2892","charlotte","2015-10-14",80,"Wednesday"
"2893","charlotte","2015-10-15",104,"Thursday"
"2894","charlotte","2015-10-16",89,"Friday"
"2895","charlotte","2015-10-17",123,"Saturday"
"2896","charlotte","2015-10-18",107,"Sunday"
"2897","charlotte","2015-10-19",97,"Monday"
"2898","charlotte","2015-10-20",90,"Tuesday"
"2899","charlotte","2015-10-21",79,"Wednesday"
"2900","charlotte","2015-10-22",91,"Thursday"
"2901","charlotte","2015-10-23",92,"Friday"
"2902","charlotte","2015-10-24",111,"Saturday"
"2903","charlotte","2015-10-25",146,"Sunday"
"2904","charlotte","2015-10-26",106,"Monday"
"2905","charlotte","2015-10-27",97,"Tuesday"
"2906","charlotte","2015-10-28",87,"Wednesday"
"2907","charlotte","2015-10-29",122,"Thursday"
"2908","charlotte","2015-10-30",82,"Friday"
"2909","charlotte","2015-10-31",106,"Saturday"
"2910","charlotte","2015-11-01",100,"Sunday"
"2911","charlotte","2015-11-02",106,"Monday"
"2912","charlotte","2015-11-03",76,"Tuesday"
"2913","charlotte","2015-11-04",99,"Wednesday"
"2914","charlotte","2015-11-05",84,"Thursday"
"2915","charlotte","2015-11-06",108,"Friday"
"2916","charlotte","2015-11-07",113,"Saturday"
"2917","charlotte","2015-11-08",113,"Sunday"
"2918","charlotte","2015-11-09",102,"Monday"
"2919","charlotte","2015-11-10",85,"Tuesday"
"2920","charlotte","2015-11-11",90,"Wednesday"
"2921","charlotte","2015-11-12",103,"Thursday"
"2922","charlotte","2015-11-13",93,"Friday"
"2923","charlotte","2015-11-14",117,"Saturday"
"2924","charlotte","2015-11-15",113,"Sunday"
"2925","charlotte","2015-11-16",88,"Monday"
"2926","charlotte","2015-11-17",106,"Tuesday"
"2927","charlotte","2015-11-18",142,"Wednesday"
"2928","charlotte","2015-11-19",100,"Thursday"
"2929","charlotte","2015-11-20",101,"Friday"
"2930","charlotte","2015-11-21",124,"Saturday"
"2931","charlotte","2015-11-22",121,"Sunday"
"2932","charlotte","2015-11-23",96,"Monday"
"2933","charlotte","2015-11-24",89,"Tuesday"
"2934","charlotte","2015-11-25",94,"Wednesday"
"2935","charlotte","2015-11-26",52,"Thursday"
"2936","charlotte","2015-11-27",37,"Friday"
"2937","charlotte","2015-11-28",95,"Saturday"
"2938","charlotte","2015-11-29",112,"Sunday"
"2939","charlotte","2015-11-30",99,"Monday"
"2940","charlotte","2015-12-01",71,"Tuesday"
"2941","charlotte","2015-12-02",71,"Wednesday"
"2942","charlotte","2015-12-03",79,"Thursday"
"2943","charlotte","2015-12-04",66,"Friday"
"2944","charlotte","2015-12-05",110,"Saturday"
"2945","charlotte","2015-12-06",94,"Sunday"
"2946","charlotte","2015-12-07",80,"Monday"
"2947","charlotte","2015-12-08",66,"Tuesday"
"2948","charlotte","2015-12-09",93,"Wednesday"
"2949","charlotte","2015-12-10",72,"Thursday"
"2950","charlotte","2015-12-11",83,"Friday"
"2951","charlotte","2015-12-12",108,"Saturday"
"2952","charlotte","2015-12-13",114,"Sunday"
"2953","charlotte","2015-12-14",80,"Monday"
"2954","charlotte","2015-12-15",67,"Tuesday"
"2955","charlotte","2015-12-16",96,"Wednesday"
"2956","charlotte","2015-12-17",58,"Thursday"
"2957","charlotte","2015-12-18",83,"Friday"
"2958","charlotte","2015-12-19",109,"Saturday"
"2959","charlotte","2015-12-20",135,"Sunday"
"2960","charlotte","2015-12-21",103,"Monday"
"2961","charlotte","2015-12-22",90,"Tuesday"
"2962","charlotte","2015-12-23",99,"Wednesday"
"2963","charlotte","2015-12-24",68,"Thursday"
"2964","charlotte","2015-12-25",41,"Friday"
"2965","charlotte","2015-12-26",73,"Saturday"
"2966","charlotte","2015-12-27",120,"Sunday"
"2967","charlotte","2015-12-28",116,"Monday"
"2968","charlotte","2015-12-29",136,"Tuesday"
"2969","charlotte","2015-12-30",108,"Wednesday"
"2970","charlotte","2015-12-31",137,"Thursday"
"2971","charlotte","2016-01-01",135,"Friday"
"2972","charlotte","2016-01-02",158,"Saturday"
"2973","charlotte","2016-01-03",164,"Sunday"
"2974","charlotte","2016-01-04",123,"Monday"
"2975","charlotte","2016-01-05",112,"Tuesday"
"2976","charlotte","2016-01-06",101,"Wednesday"
"2977","charlotte","2016-01-07",146,"Thursday"
"2978","charlotte","2016-01-08",122,"Friday"
"2979","charlotte","2016-01-09",161,"Saturday"
"2980","charlotte","2016-01-10",119,"Sunday"
"2981","charlotte","2016-01-11",81,"Monday"
"2982","charlotte","2016-01-12",100,"Tuesday"
"2983","charlotte","2016-01-13",82,"Wednesday"
"2984","charlotte","2016-01-14",96,"Thursday"
"2985","charlotte","2016-01-15",82,"Friday"
"2986","charlotte","2016-01-16",132,"Saturday"
"2987","charlotte","2016-01-17",157,"Sunday"
"2988","charlotte","2016-01-18",137,"Monday"
"2989","charlotte","2016-01-19",97,"Tuesday"
"2990","charlotte","2016-01-20",73,"Wednesday"
"2991","charlotte","2016-01-21",73,"Thursday"
"2992","charlotte","2016-01-22",63,"Friday"
"2993","charlotte","2016-01-23",82,"Saturday"
"2994","charlotte","2016-01-24",128,"Sunday"
"2995","charlotte","2016-01-25",83,"Monday"
"2996","charlotte","2016-01-26",98,"Tuesday"
"2997","charlotte","2016-01-27",88,"Wednesday"
"2998","charlotte","2016-01-28",124,"Thursday"
"2999","charlotte","2016-01-29",91,"Friday"
"3000","charlotte","2016-01-30",142,"Saturday"
"3001","charlotte","2016-01-31",175,"Sunday"
"3002","charlotte","2016-02-01",96,"Monday"
"3003","charlotte","2016-02-02",95,"Tuesday"
"3004","charlotte","2016-02-03",84,"Wednesday"
"3005","charlotte","2016-02-04",92,"Thursday"
"3006","charlotte","2016-02-05",89,"Friday"
"3007","charlotte","2016-02-06",131,"Saturday"
"3008","charlotte","2016-02-07",140,"Sunday"
"3009","charlotte","2016-02-08",77,"Monday"
"3010","charlotte","2016-02-09",92,"Tuesday"
"3011","charlotte","2016-02-10",83,"Wednesday"
"3012","charlotte","2016-02-11",94,"Thursday"
"3013","charlotte","2016-02-12",110,"Friday"
"3014","charlotte","2016-02-13",168,"Saturday"
"3015","charlotte","2016-02-14",175,"Sunday"
"3016","charlotte","2016-02-15",186,"Monday"
"3017","charlotte","2016-02-16",140,"Tuesday"
"3018","charlotte","2016-02-17",114,"Wednesday"
"3019","charlotte","2016-02-18",95,"Thursday"
"3020","charlotte","2016-02-19",115,"Friday"
"3021","charlotte","2016-02-20",178,"Saturday"
"3022","charlotte","2016-02-21",184,"Sunday"
"3023","charlotte","2016-02-22",141,"Monday"
"3024","charlotte","2016-02-23",98,"Tuesday"
"3025","charlotte","2016-02-24",104,"Wednesday"
"3026","charlotte","2016-02-25",101,"Thursday"
"3027","charlotte","2016-02-26",108,"Friday"
"3028","charlotte","2016-02-27",132,"Saturday"
"3029","charlotte","2016-02-28",160,"Sunday"
"3030","charlotte","2016-02-29",124,"Monday"
"3031","charlotte","2016-03-01",100,"Tuesday"
"3032","charlotte","2016-03-02",102,"Wednesday"
"3033","charlotte","2016-03-03",94,"Thursday"
"3034","charlotte","2016-03-04",94,"Friday"
"3035","charlotte","2016-03-05",168,"Saturday"
"3036","charlotte","2016-03-06",167,"Sunday"
"3037","charlotte","2016-03-07",120,"Monday"
"3038","charlotte","2016-03-08",115,"Tuesday"
"3039","charlotte","2016-03-09",113,"Wednesday"
"3040","charlotte","2016-03-10",114,"Thursday"
